"","items","count","total","rnd","customer","age","city","paymentType"
"7144","onions,other vegetables,yogurt,whipped/sour cream,UHT-milk,sugar",6,423,3,"Ahmed",30,"Giza","Credit"
"7146","other vegetables",1,1770,8,"Rania",37,"Dakahlia","Credit"
"7147","bottled beer",1,1374,15,"Sameh",35,"Hurghada","Cash"
"7148","whole milk",1,1779,2,"Mohamed",25,"Alexandria","Cash"
"7149","yogurt,canned fish",2,1204,13,"Sayed",37,"Cairo","Credit"
"7150","sausage,pastry,soda,salty snack,newspapers,shopping bags",6,827,8,"Rania",37,"Dakahlia","Cash"
"7151","specialty chocolate",1,1527,10,"Samy",55,"Alexandria","Cash"
"7152","zwieback,dishes",2,1575,2,"Mohamed",25,"Alexandria","Cash"
"7153","frozen vegetables",1,1494,1,"Farida",22,"Cairo","Cash"
"7154","frankfurter,rolls/buns",2,1629,9,"Maged",60,"Hurghada","Credit"
"7155","whole milk,rolls/buns,bottled water",3,1552,11,"Hanan",22,"Fayoum","Credit"
"7156","frankfurter,tropical fruit,root vegetables,butter milk,beverages,brown bread,fruit/vegetable juice",7,1873,8,"Rania",37,"Dakahlia","Credit"
"7157","pork,canned beer,seasonal products",3,1762,9,"Maged",60,"Hurghada","Credit"
"7158","canned vegetables",1,356,4,"Adel",50,"Alexandria","Cash"
"7159","chicken,berries,other vegetables,yogurt,frozen vegetables",5,971,12,"Eman",23,"Aswan","Credit"
"7160","pip fruit,root vegetables,other vegetables,beverages,cookware",5,331,2,"Mohamed",25,"Alexandria","Credit"
"7161","sausage,sliced cheese,rolls/buns,sugar,candy",5,1888,2,"Mohamed",25,"Alexandria","Cash"
"7162","whole milk,oil,candles",3,1522,3,"Ahmed",30,"Giza","Credit"
"7163","pork",1,1681,14,"Magdy",36,"Sohag","Credit"
"7164","chicken",1,1647,15,"Sameh",35,"Hurghada","Cash"
"7165","coffee,female sanitary products,napkins",3,2214,6,"Walaa",29,"Cairo","Cash"
"7166","sausage,root vegetables,frozen vegetables,frozen meals,rolls/buns,bottled water",6,1479,11,"Hanan",22,"Fayoum","Credit"
"7167","sausage,rolls/buns,male cosmetics",3,1243,2,"Mohamed",25,"Alexandria","Cash"
"7168","bottled beer",1,2381,6,"Walaa",29,"Cairo","Cash"
"7169","curd cheese",1,296,1,"Farida",22,"Cairo","Cash"
"7170","frankfurter,rolls/buns",2,536,14,"Magdy",36,"Sohag","Credit"
"7171","sausage,tropical fruit,rolls/buns,pastry",4,2056,15,"Sameh",35,"Hurghada","Credit"
"7172","soda,salty snack",2,776,4,"Adel",50,"Alexandria","Credit"
"7173","rolls/buns,canned fish,canned beer,waffles,newspapers",5,1837,12,"Eman",23,"Aswan","Credit"
"7174","tropical fruit",1,232,1,"Farida",22,"Cairo","Cash"
"7175","butter,beverages,sliced cheese,pastry,shopping bags",5,784,4,"Adel",50,"Alexandria","Cash"
"7176","frankfurter,white wine,dish cleaner",3,690,2,"Mohamed",25,"Alexandria","Cash"
"7177","finished products",1,835,4,"Adel",50,"Alexandria","Credit"
"7178","liver loaf,pip fruit,grapes,other vegetables",4,704,12,"Eman",23,"Aswan","Cash"
"7180","butter milk,instant coffee",2,2435,2,"Mohamed",25,"Alexandria","Credit"
"7181","whole milk,curd,red/blush wine,newspapers",4,2411,4,"Adel",50,"Alexandria","Credit"
"7182","whole milk,butter,rolls/buns,pasta,candy",5,820,1,"Farida",22,"Cairo","Cash"
"7183","root vegetables,other vegetables,butter,domestic eggs,bottled water,soda,misc. beverages",7,775,7,"Huda",39,"Gharbia","Cash"
"7184","whole milk,yogurt,frozen meals,waffles,napkins,newspapers",6,1009,5,"Shimaa",55,"Port Said","Credit"
"7185","sausage,beef,whole milk,rolls/buns,pastry,fruit/vegetable juice",6,1853,3,"Ahmed",30,"Giza","Credit"
"7186","waffles",1,812,12,"Eman",23,"Aswan","Credit"
"7187","citrus fruit",1,1210,11,"Hanan",22,"Fayoum","Credit"
"7188","whole milk",1,570,10,"Samy",55,"Alexandria","Cash"
"7189","pork,newspapers",2,2397,8,"Rania",37,"Dakahlia","Credit"
"7190","berries,other vegetables,yogurt,spread cheese,rolls/buns",5,1986,4,"Adel",50,"Alexandria","Cash"
"7191","bottled water,specialty chocolate",2,2261,1,"Farida",22,"Cairo","Credit"
"7192","chocolate",1,349,1,"Farida",22,"Cairo","Credit"
"7193","fruit/vegetable juice",1,1893,8,"Rania",37,"Dakahlia","Cash"
"7194","whole milk,artif. sweetener",2,1629,5,"Shimaa",55,"Port Said","Cash"
"7195","chocolate marshmallow",1,1389,5,"Shimaa",55,"Port Said","Cash"
"7196","chicken,whole milk",2,999,10,"Samy",55,"Alexandria","Cash"
"7197","hygiene articles",1,465,6,"Walaa",29,"Cairo","Cash"
"7198","pork",1,741,14,"Magdy",36,"Sohag","Cash"
"7199","root vegetables,UHT-milk,condensed milk,white bread,shopping bags",5,1683,7,"Huda",39,"Gharbia","Cash"
"7200","chicken,ice cream",2,1357,12,"Eman",23,"Aswan","Cash"
"7201","root vegetables,onions,yogurt,whipped/sour cream,UHT-milk,salt,coffee,bottled water,bottled beer",9,1952,7,"Huda",39,"Gharbia","Credit"
"7202","pip fruit,whole milk,domestic eggs,sweet spreads,soda",5,486,14,"Magdy",36,"Sohag","Cash"
"7203","pip fruit,whole milk,rolls/buns,ketchup,spices,chocolate",6,1897,15,"Sameh",35,"Hurghada","Cash"
"7204","bottled beer",1,2369,13,"Sayed",37,"Cairo","Cash"
"7205","rolls/buns,newspapers",2,2493,2,"Mohamed",25,"Alexandria","Credit"
"7206","whole milk,bottled water,bottled beer",3,456,14,"Magdy",36,"Sohag","Cash"
"7207","candy",1,1822,14,"Magdy",36,"Sohag","Cash"
"7208","curd,Instant food products,specialty bar",3,1678,11,"Hanan",22,"Fayoum","Cash"
"7209","sausage,turkey,pip fruit,curd,yogurt,frozen vegetables,white bread,canned vegetables,sweet spreads,soda,fruit/vegetable juice,hygiene articles",12,1584,14,"Magdy",36,"Sohag","Cash"
"7210","frankfurter,sausage,tropical fruit,other vegetables,whipped/sour cream,hard cheese,rolls/buns,semi-finished bread,chocolate,dish cleaner,shopping bags",11,1959,6,"Walaa",29,"Cairo","Cash"
"7211","herbs,other vegetables,hygiene articles,napkins",4,621,1,"Farida",22,"Cairo","Credit"
"7212","grapes,berries",2,2056,11,"Hanan",22,"Fayoum","Credit"
"7213","sausage,root vegetables,other vegetables,whole milk,soda,candy",6,2023,7,"Huda",39,"Gharbia","Cash"
"7214","bottled beer,red/blush wine",2,834,11,"Hanan",22,"Fayoum","Cash"
"7215","yogurt,spread cheese,pastry,shopping bags",4,812,13,"Sayed",37,"Cairo","Credit"
"7216","canned beer,red/blush wine",2,437,15,"Sameh",35,"Hurghada","Credit"
"7217","nuts/prunes,whole milk,rolls/buns,waffles,chocolate,newspapers",6,694,11,"Hanan",22,"Fayoum","Credit"
"7218","grapes,berries,soda",3,1004,6,"Walaa",29,"Cairo","Cash"
"7219","grapes,other vegetables,frozen dessert",3,1122,7,"Huda",39,"Gharbia","Cash"
"7220","citrus fruit,semi-finished bread",2,1454,14,"Magdy",36,"Sohag","Cash"
"7221","whole milk,canned beer",2,1855,1,"Farida",22,"Cairo","Cash"
"7222","rolls/buns,brown bread",2,2040,8,"Rania",37,"Dakahlia","Credit"
"7223","rolls/buns,snack products",2,1224,6,"Walaa",29,"Cairo","Credit"
"7224","canned beer",1,985,9,"Maged",60,"Hurghada","Cash"
"7225","butter",1,762,7,"Huda",39,"Gharbia","Credit"
"7226","beef,tropical fruit,root vegetables,yogurt,brown bread,canned fish,canned beer,red/blush wine,newspapers",9,2477,10,"Samy",55,"Alexandria","Credit"
"7227","soda",1,727,3,"Ahmed",30,"Giza","Cash"
"7228","sausage,whole milk,rolls/buns,coffee,newspapers",5,1073,3,"Ahmed",30,"Giza","Cash"
"7229","sausage,rolls/buns,soda",3,2329,2,"Mohamed",25,"Alexandria","Credit"
"7230","cream cheese ,coffee,bottled water",3,1675,13,"Sayed",37,"Cairo","Credit"
"7231","long life bakery product,waffles,newspapers",3,1977,1,"Farida",22,"Cairo","Credit"
"7232","other vegetables,butter milk,yogurt",3,1735,11,"Hanan",22,"Fayoum","Credit"
"7233","canned beer,newspapers",2,1884,5,"Shimaa",55,"Port Said","Cash"
"7234","bottled water,soda,bottled beer",3,2019,9,"Maged",60,"Hurghada","Credit"
"7235","sausage,domestic eggs,rolls/buns,canned fish,coffee,canned beer,white wine,male cosmetics,napkins,shopping bags",10,1234,10,"Samy",55,"Alexandria","Credit"
"7237","grapes",1,361,11,"Hanan",22,"Fayoum","Cash"
"7238","bottled beer,prosecco",2,967,11,"Hanan",22,"Fayoum","Credit"
"7239","instant coffee",1,833,11,"Hanan",22,"Fayoum","Cash"
"7240","berries,yogurt,cat food,chocolate",4,2465,8,"Rania",37,"Dakahlia","Credit"
"7241","citrus fruit,pickled vegetables,meat spreads,specialty chocolate",4,1967,5,"Shimaa",55,"Port Said","Cash"
"7242","beef,whole milk",2,2355,10,"Samy",55,"Alexandria","Credit"
"7243","yogurt,bottled beer,white wine,salty snack,napkins",5,2101,14,"Magdy",36,"Sohag","Cash"
"7244","frozen meals,zwieback,fruit/vegetable juice,salty snack,long life bakery product,specialty chocolate,hygiene articles,napkins",8,214,3,"Ahmed",30,"Giza","Credit"
"7245","tropical fruit,pickled vegetables,fruit/vegetable juice",3,1514,3,"Ahmed",30,"Giza","Credit"
"7246","citrus fruit,butter,sliced cheese,domestic eggs",4,952,15,"Sameh",35,"Hurghada","Cash"
"7247","salty snack",1,846,6,"Walaa",29,"Cairo","Cash"
"7248","soda,chocolate",2,1655,12,"Eman",23,"Aswan","Cash"
"7249","beef,root vegetables,yogurt,whipped/sour cream,frozen vegetables,soups",6,842,7,"Huda",39,"Gharbia","Cash"
"7250","citrus fruit,tropical fruit,pip fruit,other vegetables,zwieback,shopping bags",6,2242,11,"Hanan",22,"Fayoum","Cash"
"7251","sausage,yogurt",2,1035,4,"Adel",50,"Alexandria","Credit"
"7252","root vegetables,whole milk",2,1790,2,"Mohamed",25,"Alexandria","Cash"
"7253","frankfurter,other vegetables,butter,yogurt,soft cheese,rolls/buns,newspapers",7,930,2,"Mohamed",25,"Alexandria","Credit"
"7254","curd,dessert,soda,bottled beer,cake bar",5,432,3,"Ahmed",30,"Giza","Cash"
"7255","curd",1,1790,5,"Shimaa",55,"Port Said","Cash"
"7256","whole milk,mustard",2,1312,11,"Hanan",22,"Fayoum","Cash"
"7257","whole milk,rolls/buns",2,726,11,"Hanan",22,"Fayoum","Credit"
"7258","onions,other vegetables,whole milk,yogurt,frozen vegetables,bottled water,fruit/vegetable juice,bottled beer,salty snack,popcorn",10,1116,15,"Sameh",35,"Hurghada","Credit"
"7259","whole milk,rolls/buns,vinegar,baking powder,instant coffee,bottled water,napkins,dishes,flower soil/fertilizer",9,1539,13,"Sayed",37,"Cairo","Cash"
"7260","root vegetables,onions,whole milk,butter,oil,soups,bottled beer",7,275,5,"Shimaa",55,"Port Said","Credit"
"7261","pip fruit,other vegetables,brown bread,fruit/vegetable juice,specialty chocolate",5,100,7,"Huda",39,"Gharbia","Cash"
"7262","beef,pip fruit,other vegetables,whole milk,curd cheese,rolls/buns,pastry,soda",8,403,8,"Rania",37,"Dakahlia","Credit"
"7263","citrus fruit,butter milk,sliced cheese,bottled water,cleaner",5,1765,14,"Magdy",36,"Sohag","Cash"
"7264","sausage,hamburger meat,root vegetables,onions,meat spreads,napkins,newspapers",7,854,6,"Walaa",29,"Cairo","Cash"
"7265","ice cream,rolls/buns",2,536,2,"Mohamed",25,"Alexandria","Credit"
"7266","ice cream,chocolate",2,1717,10,"Samy",55,"Alexandria","Cash"
"7267","tropical fruit,whole milk,bottled water,soda",4,521,15,"Sameh",35,"Hurghada","Credit"
"7268","tropical fruit,rolls/buns,canned fish,specialty chocolate,napkins",5,1609,15,"Sameh",35,"Hurghada","Cash"
"7269","sparkling wine",1,622,2,"Mohamed",25,"Alexandria","Credit"
"7270","sausage,other vegetables,whole milk,whipped/sour cream,domestic eggs,pastry,meat spreads,instant coffee,bottled water,soda",10,2283,13,"Sayed",37,"Cairo","Credit"
"7271","tropical fruit,soda,rum",3,1165,10,"Samy",55,"Alexandria","Credit"
"7272","long life bakery product,newspapers",2,2388,10,"Samy",55,"Alexandria","Credit"
"7273","whole milk,rolls/buns,nut snack",3,581,11,"Hanan",22,"Fayoum","Credit"
"7274","ham,pork,hard cheese,domestic eggs,rolls/buns,pastry,sugar,salty snack",8,1630,15,"Sameh",35,"Hurghada","Credit"
"7275","frankfurter,meat,citrus fruit,pip fruit,brown bread,pickled vegetables,coffee,specialty chocolate,newspapers",9,750,12,"Eman",23,"Aswan","Cash"
"7276","rolls/buns,Instant food products",2,1901,10,"Samy",55,"Alexandria","Credit"
"7277","hamburger meat,frozen vegetables",2,487,15,"Sameh",35,"Hurghada","Cash"
"7278","condensed milk,coffee",2,622,4,"Adel",50,"Alexandria","Cash"
"7279","whole milk,pickled vegetables",2,1360,11,"Hanan",22,"Fayoum","Credit"
"7280","bottled beer",1,1741,12,"Eman",23,"Aswan","Cash"
"7281","sausage,ham,pip fruit,processed cheese",4,2024,3,"Ahmed",30,"Giza","Credit"
"7282","white bread,coffee,seasonal products",3,1901,6,"Walaa",29,"Cairo","Credit"
"7283","other vegetables,bottled beer",2,1783,1,"Farida",22,"Cairo","Cash"
"7284","sausage,pip fruit,berries,whole milk,butter,whipped/sour cream",6,386,1,"Farida",22,"Cairo","Credit"
"7285","beef,tropical fruit,root vegetables,other vegetables,whole milk,curd,domestic eggs,cooking chocolate",8,419,5,"Shimaa",55,"Port Said","Cash"
"7286","berries,UHT-milk,semi-finished bread,cat food,cake bar,shopping bags",6,511,9,"Maged",60,"Hurghada","Cash"
"7287","beef,root vegetables,whole milk,yogurt,pudding powder,sweet spreads",6,1386,10,"Samy",55,"Alexandria","Cash"
"7288","whole milk,butter,butter milk,beverages,domestic eggs,rolls/buns,salt,coffee,chocolate,shopping bags",10,1793,4,"Adel",50,"Alexandria","Cash"
"7289","frankfurter,curd,yogurt,hard cheese,brown bread,canned beer",6,671,15,"Sameh",35,"Hurghada","Cash"
"7290","tropical fruit,whole milk,domestic eggs,brown bread,soda,canned beer",6,795,14,"Magdy",36,"Sohag","Cash"
"7291","whole milk,house keeping products",2,1125,5,"Shimaa",55,"Port Said","Credit"
"7292","citrus fruit,brown bread,pastry,white wine,chocolate,shopping bags",6,2141,8,"Rania",37,"Dakahlia","Cash"
"7293","dessert,UHT-milk,newspapers,shopping bags",4,2039,15,"Sameh",35,"Hurghada","Credit"
"7294","whole milk,soda,soap",3,1213,15,"Sameh",35,"Hurghada","Cash"
"7295","pastry,specialty chocolate,female sanitary products",3,2038,6,"Walaa",29,"Cairo","Credit"
"7296","curd cheese,rolls/buns,bottled beer",3,785,10,"Samy",55,"Alexandria","Cash"
"7297","other vegetables,whole milk,processed cheese,soda",4,984,12,"Eman",23,"Aswan","Cash"
"7298","male cosmetics",1,516,7,"Huda",39,"Gharbia","Cash"
"7299","other vegetables,yogurt,specialty cheese,bottled water",4,582,11,"Hanan",22,"Fayoum","Cash"
"7300","finished products,rolls/buns",2,270,6,"Walaa",29,"Cairo","Credit"
"7301","other vegetables,frozen meals,rolls/buns,bottled water,bottled beer,red/blush wine",6,1467,4,"Adel",50,"Alexandria","Cash"
"7302","fruit/vegetable juice",1,796,8,"Rania",37,"Dakahlia","Credit"
"7303","berries,other vegetables,yogurt",3,1546,15,"Sameh",35,"Hurghada","Cash"
"7304","other vegetables,whole milk,butter,yogurt,whipped/sour cream,frozen vegetables,rolls/buns,margarine,napkins",9,1833,6,"Walaa",29,"Cairo","Cash"
"7305","roll products ",1,1820,9,"Maged",60,"Hurghada","Credit"
"7306","sausage,pork,beef,tropical fruit,grapes,other vegetables,whole milk,frozen dessert,domestic eggs,soda,chocolate",11,750,10,"Samy",55,"Alexandria","Credit"
"7307","beef,citrus fruit,butter,domestic eggs,flour,margarine,baking powder,long life bakery product",8,528,11,"Hanan",22,"Fayoum","Credit"
"7308","tropical fruit,whipped/sour cream,UHT-milk,salt,pasta,oil,salty snack,candy",8,1525,10,"Samy",55,"Alexandria","Cash"
"7309","sausage,butter,butter milk,ice cream,coffee,salty snack",6,2284,10,"Samy",55,"Alexandria","Credit"
"7310","specialty chocolate",1,1573,14,"Magdy",36,"Sohag","Credit"
"7311","bottled water,soda,bottled beer",3,2009,9,"Maged",60,"Hurghada","Cash"
"7312","sausage,yogurt,margarine,salty snack",4,1551,6,"Walaa",29,"Cairo","Credit"
"7313","whole milk,specialty chocolate,light bulbs",3,705,2,"Mohamed",25,"Alexandria","Credit"
"7314","beverages,specialty bar",2,662,9,"Maged",60,"Hurghada","Cash"
"7315","pastry,waffles,shopping bags",3,2494,5,"Shimaa",55,"Port Said","Cash"
"7316","grapes,root vegetables,onions,whipped/sour cream,rolls/buns,mustard,coffee,bottled water,soda,fruit/vegetable juice,chocolate,shopping bags",12,2143,9,"Maged",60,"Hurghada","Credit"
"7317","citrus fruit,yogurt",2,733,12,"Eman",23,"Aswan","Credit"
"7318","citrus fruit,tropical fruit,other vegetables,rolls/buns,shopping bags",5,1073,8,"Rania",37,"Dakahlia","Credit"
"7319","meat,other vegetables,yogurt,ice cream,fruit/vegetable juice,salty snack,newspapers",7,2492,3,"Ahmed",30,"Giza","Credit"
"7320","salty snack,specialty chocolate",2,2444,4,"Adel",50,"Alexandria","Cash"
"7321","finished products,beef,frozen meals,rolls/buns,soda",5,1542,2,"Mohamed",25,"Alexandria","Cash"
"7322","bottled beer,liquor",2,1728,4,"Adel",50,"Alexandria","Cash"
"7323","citrus fruit,tropical fruit,pastry,seasonal products",4,474,2,"Mohamed",25,"Alexandria","Credit"
"7324","ice cream,soda,misc. beverages,liquor (appetizer)",4,1248,1,"Farida",22,"Cairo","Credit"
"7325","tropical fruit,root vegetables,yogurt,cream cheese ,processed cheese,brown bread,ketchup,salty snack,waffles,candy",10,125,11,"Hanan",22,"Fayoum","Credit"
"7326","margarine",1,2334,7,"Huda",39,"Gharbia","Credit"
"7327","soda",1,2122,3,"Ahmed",30,"Giza","Credit"
"7328","sausage,brown bread",2,406,14,"Magdy",36,"Sohag","Credit"
"7329","beverages",1,1152,6,"Walaa",29,"Cairo","Credit"
"7330","whipped/sour cream",1,1545,1,"Farida",22,"Cairo","Cash"
"7331","tropical fruit",1,1294,3,"Ahmed",30,"Giza","Credit"
"7332","herbs,whipped/sour cream,semi-finished bread,chewing gum,newspapers",5,2436,2,"Mohamed",25,"Alexandria","Cash"
"7333","whole milk",1,729,15,"Sameh",35,"Hurghada","Credit"
"7334","yogurt,bottled beer,white wine",3,408,11,"Hanan",22,"Fayoum","Credit"
"7335","hamburger meat,root vegetables,herbs,other vegetables,bottled water,bottled beer,newspapers",7,229,15,"Sameh",35,"Hurghada","Cash"
"7336","pip fruit,rolls/buns",2,657,4,"Adel",50,"Alexandria","Credit"
"7337","frozen potato products",1,1317,11,"Hanan",22,"Fayoum","Credit"
"7338","whole milk",1,2258,4,"Adel",50,"Alexandria","Credit"
"7339","whole milk,brown bread,fruit/vegetable juice",3,1263,6,"Walaa",29,"Cairo","Credit"
"7340","sausage,rolls/buns",2,491,4,"Adel",50,"Alexandria","Cash"
"7341","female sanitary products",1,758,12,"Eman",23,"Aswan","Cash"
"7342","beef,whole milk,yogurt,soft cheese",4,103,5,"Shimaa",55,"Port Said","Credit"
"7343","sausage,whole milk,rolls/buns,soda,salty snack,long life bakery product,waffles,chocolate marshmallow,candy",9,2408,14,"Magdy",36,"Sohag","Credit"
"7344","sausage,beverages,brown bread,salt,soda,salty snack,popcorn,dental care,make up remover",9,2180,2,"Mohamed",25,"Alexandria","Cash"
"7345","tropical fruit,frozen dessert",2,1131,11,"Hanan",22,"Fayoum","Credit"
"7346","frankfurter,coffee",2,396,12,"Eman",23,"Aswan","Cash"
"7347","beef,root vegetables,domestic eggs,vinegar,soda",5,1070,1,"Farida",22,"Cairo","Cash"
"7348","curd,ice cream,pasta,cat food",4,1943,11,"Hanan",22,"Fayoum","Cash"
"7349","bottled water,canned beer,candy",3,2459,11,"Hanan",22,"Fayoum","Credit"
"7350","yogurt,newspapers",2,1829,6,"Walaa",29,"Cairo","Credit"
"7351","root vegetables,other vegetables,pickled vegetables,bottled water,fruit/vegetable juice",5,747,12,"Eman",23,"Aswan","Cash"
"7352","sliced cheese,domestic eggs,coffee,shopping bags",4,2119,15,"Sameh",35,"Hurghada","Credit"
"7353","pip fruit,beverages,frozen meals,long life bakery product,chocolate,napkins",6,2252,1,"Farida",22,"Cairo","Credit"
"7354","chicken,whole milk",2,728,4,"Adel",50,"Alexandria","Credit"
"7355","ham,whole milk,hard cheese,cat food",4,1866,10,"Samy",55,"Alexandria","Credit"
"7356","specialty chocolate",1,488,10,"Samy",55,"Alexandria","Cash"
"7357","fish,whole milk,white bread,detergent",4,154,6,"Walaa",29,"Cairo","Credit"
"7358","detergent,hygiene articles,napkins",3,122,1,"Farida",22,"Cairo","Credit"
"7359","rolls/buns,margarine,canned fish",3,2376,4,"Adel",50,"Alexandria","Cash"
"7360","sausage,ham,yogurt,sugar,misc. beverages,abrasive cleaner,cleaner,dishes",8,1498,14,"Magdy",36,"Sohag","Credit"
"7361","coffee,fruit/vegetable juice",2,1839,5,"Shimaa",55,"Port Said","Credit"
"7362","frankfurter,whole milk",2,308,9,"Maged",60,"Hurghada","Cash"
"7363","sausage,beverages,brown bread,pastry",4,1723,15,"Sameh",35,"Hurghada","Cash"
"7364","whole milk,butter,yogurt,domestic eggs,rolls/buns",5,1950,5,"Shimaa",55,"Port Said","Credit"
"7365","dessert,beverages",2,1611,10,"Samy",55,"Alexandria","Credit"
"7366","pip fruit,other vegetables,whole milk,butter milk,dish cleaner",5,621,15,"Sameh",35,"Hurghada","Credit"
